[0, 0, 0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
[-4.646700524357783e-10, 0.00040578145167984665, 0.0]
